node,median,q1,q3,min,max,mean
ai_node_0,0.0004481726053394316,0.0004448458150583961,0.00045133844499318685,0.00042993647777130484,0.0004654047515877771,0.0004480909423950335
ai_node_1,0.0004743838095161122,0.00046360659844403937,0.00048426562092558276,0.0004388775540057187,0.0005328519190030599,0.000474850625960681
ai_node_2,0.0005149814517853885,0.0004983803140314315,0.0005327520559974172,0.00044617812948532425,0.0006161306285554556,0.000516255104817933
ai_node_3,0.00047483770164170603,0.000464178062413566,0.0004849821617341041,0.00043563307010280436,0.0005378622892094333,0.0004752468087484791
ai_node_4,0.0006516788546221489,0.0006125554007363352,0.0006886217075166429,0.0004983446218101909,0.000914611201382703,0.0006523518223926614
ai_node_5,0.0005143383861986467,0.0004973729693530467,0.0005321148486102864,0.0004448780626545534,0.0006208912461811269,0.0005155696705340656
ai_node_6,0.0004796332335520731,0.00046692690554544104,0.0004919677548449988,0.0004354588288932965,0.0005723505164905367,0.000480633575499993
ai_node_7,0.0004716682833280742,0.00046236106673514925,0.0004811693494631516,0.0004359098854312818,0.0005267823918082235,0.00047234946074466746
ai_node_8,0.00047651212417837056,0.00046505117636497955,0.0004865501584357565,0.00044036959275537617,0.0005513602045792455,0.00047687031605472667
ai_node_9,0.0005052894011033781,0.0004834438380193547,0.0005251616930107674,0.0004430158862234238,0.0006214332888707409,0.0005059346234583509
ai_node_10,0.0005052708465210509,0.00048346384594932844,0.0005261164147879055,0.00044117183285536586,0.0006573361243898978,0.0005063490121895057
ai_node_11,0.0004721663020827517,0.0004623023736344523,0.0004807848602656731,0.0004348105238999001,0.0005248433279025002,0.0004724146971657765
ai_node_12,0.00048723311725026733,0.00047211108305516257,0.0005014909846107284,0.00044050187719087077,0.0005740290471794032,0.0004880626142883049
ai_node_13,0.0004851052325316404,0.0004710013386538018,0.0004983409594312456,0.0004345525038407233,0.0005701131334270187,0.00048584057982592184
ai_node_14,0.00048018604020754927,0.00046755593911273525,0.0004924684674653321,0.00043369051610805715,0.0005554707112244573,0.00048122087335980275
ai_node_15,0.0005056095107027883,0.0004840594063160356,0.0005257536254520209,0.00044133487028724406,0.0006267775351373446,0.0005062656432744237
ai_node_16,0.0005795761391658867,0.0005554274226415814,0.0006038308325717133,0.00047483186310326117,0.0007288374883448531,0.000580725761166433
ai_node_17,0.00047600130699500677,0.0004650023440904796,0.00048685863162371314,0.0004359806031980514,0.0005516519752679439,0.0004768225118035568
ai_node_18,0.0004782867124539368,0.0004662464285997971,0.0004894556262664042,0.0004419261393371922,0.0005528712265098286,0.0004787119475618481
ai_node_19,0.0004782034978548964,0.0004659502577719699,0.0004897111887483096,0.00043581414927287366,0.0005606330991640083,0.0004788329432329517
ai_node_20,0.00047177782025697003,0.0004621820969360087,0.0004808668716169354,0.0004345715754241968,0.0005337192117718021,0.00047229617896009265
ai_node_21,0.0005323404601811914,0.000510993821498793,0.000554508554358182,0.00044933556352791073,0.0006573851139409485,0.0005336790422415053
ai_node_22,0.0004933168851057232,0.0004769439191784961,0.0005088662481649855,0.00044148237925846864,0.0005925838022315781,0.0004939274257329744
ai_node_23,0.0004784400230944902,0.00046671522022649316,0.0004897505959249497,0.00043915896780863666,0.0005495679584037096,0.0004791237389825634
ai_node_24,0.0005465428084741359,0.0005216318609320674,0.0005721282053109941,0.0004488267435828893,0.0007044299517622167,0.0005481411986838742
ai_node_25,0.0005117687719779127,0.0004959359937956776,0.0005288754607598119,0.000449838021470352,0.0006158436500009923,0.0005131932824303567
ai_node_26,0.0005263539937187756,0.0005068103997847036,0.000547562453511362,0.00045191785023109715,0.0006564897275578938,0.000528233984042733
ai_node_27,0.000950212489945235,0.0008949746218270045,0.0010102102675452742,0.0006505327810683127,0.0013529511562554585,0.0009532908633199221
ai_node_28,0.0005003615758887442,0.00048681758512491137,0.0005143515911499341,0.00044744797297669706,0.0005880553228412139,0.0005012653512851663
ai_node_29,0.0004784534207378537,0.00046627451594599863,0.0004895668755916793,0.00044194497193651206,0.0005457939068343352,0.00047889854258054745
ai_node_30,0.0006280689228881089,0.0005904884064739466,0.0006671111060339118,0.00046397148746297806,0.0008541882098347449,0.0006302857160214792
ai_node_31,0.00047622831841782106,0.0004650898336038635,0.0004867231559355181,0.0004409955631248831,0.0005437854920481127,0.00047679541137763683
ai_node_32,0.0005727127035922788,0.0005410648045373166,0.0006063931326527813,0.0004577003651769923,0.0007727101295590183,0.0005757714109199487
ai_node_33,0.00047157304360990457,0.0004623704024410161,0.00048112567104706004,0.000437154856425611,0.0005293839956717054,0.0004724420121329896
ai_node_34,0.0004981748270424045,0.00048521792541060673,0.0005113408290382661,0.00044854021668649534,0.0005859407368102487,0.0004991232812278232
ai_node_35,0.0005351564206374284,0.0005013700032950272,0.0005669557623837553,0.00044729927729289276,0.0007554538110888511,0.0005372866999739934
ai_node_36,0.0004481726053394316,0.0004448458150583961,0.00045133844499318685,0.00042993647777130484,0.0004654047515877771,0.0004480909423950335
ai_node_37,0.00047853171162237423,0.00046668918207398615,0.0004897879664490524,0.000439066662706388,0.0005439209065434545,0.0004790825221647667
ai_node_38,0.0007126679215469702,0.0006716944607600222,0.0007587668551597915,0.0005135294288886573,0.000995089324797494,0.0007162586309848461
ai_node_39,0.0005595300195103715,0.0005371880616407228,0.0005830129912377303,0.0004629614051650906,0.0007164071004437207,0.0005611659490319859
ai_node_40,0.00047445981900310946,0.00046400261133016144,0.00048427654513922115,0.00043897857118167793,0.0005320985704616089,0.0004749427155944035
ai_node_41,0.0005809443171495799,0.0005527021260085696,0.0006101580122091046,0.00046392120041315597,0.000749906115094627,0.0005823605935765953
ai_node_42,0.00047949548408591483,0.0004670241000181369,0.0004917387132814973,0.0004397358920139251,0.0005553936327193556,0.0004802986934145366
ai_node_43,0.0005129265487944348,0.0004900554694015151,0.0005363791625300337,0.0004448085709778259,0.0006685659332304553,0.0005143187341691631
ai_node_44,0.0004872915027047626,0.00047270236785012664,0.0005017367444589936,0.0004392971618200973,0.0005680070855251843,0.00048823131304367886
ai_node_45,0.0005926173444042372,0.0005558445867248348,0.0006299552861752534,0.0004590797765872274,0.0009081212763014071,0.0005945945335222944
ai_node_46,0.0005860386313083737,0.000556461853952582,0.0006174092893418508,0.00046878366832802494,0.0007840585638696923,0.0005880825159007136
ai_node_47,0.0006901575199156627,0.0006471133220135923,0.0007341814109933164,0.000502984681507633,0.0009530096963086046,0.0006919562731777869
ai_node_48,0.0005998725443187489,0.0005643947366041706,0.0006411812270358088,0.0004585206489525569,0.0008590245694478711,0.0006038576431172703
ai_node_49,0.0005297019184665514,0.0005011720092093707,0.0005592650372998477,0.0004405752846402364,0.0007937794015643804,0.0005323343232713827
ai_node_50,0.0005819493409172155,0.0005536946104464197,0.0006100853899666782,0.00046845736863451357,0.0007407767023350209,0.0005833810233127256
ai_node_51,0.0005047522819018851,0.0004896683590444171,0.0005205495114717932,0.0004496528053505056,0.0005888312011510027,0.0005058172160772942
ai_node_52,0.0005395123964613622,0.0005158273148296332,0.0005638467886412616,0.0004498916648108549,0.0006992663008933898,0.0005410052954671245
ai_node_53,0.0005711952078955974,0.000542198531183207,0.000602307544058782,0.00045594022159114057,0.0008049232527550278,0.0005734934490916168
ai_node_54,0.000557613818204288,0.0005313463065287691,0.0005871010310685995,0.0004542756406925757,0.0007461101809215372,0.000560449091903076
ai_node_55,0.0004951574689549627,0.0004774212515862994,0.0005112743446385315,0.00043677369242184295,0.0005939168622382321,0.0004957374613027158
ai_node_56,0.0006379524839461807,0.0005990662073359867,0.0006805439681221489,0.00047271116832080804,0.000902996660060476,0.0006410546237689859
ai_node_57,0.0006590475747543041,0.0006220838458190878,0.0006993838628851722,0.0004940909078817204,0.000902736749248699,0.0006621810510362626
ai_node_58,0.0005655812358257976,0.0005360079455765983,0.0005964388777559943,0.00045452173796370874,0.0007595401163865939,0.0005674942167683393
ai_node_59,0.0005078577910366635,0.00048652902414038785,0.0005297657324498912,0.0004424858389847615,0.0006549417040380315,0.0005098703667436842
ai_node_60,0.0005874549765268424,0.000558368991964899,0.0006187714006304947,0.0004615761905628282,0.0007540543529610971,0.0005892635909249341
ai_node_61,0.0005116157357932446,0.0004893226720051794,0.0005344503309021023,0.0004403761229661328,0.0006485110764935296,0.000513606682720979
ai_node_62,0.0005892690133395932,0.0005601127696651159,0.0006202936507060377,0.00047637155933031,0.0007711346166167956,0.0005909348839805231
ai_node_63,0.0004954138166316223,0.00047751052835896324,0.0005116402859021877,0.0004376233240215989,0.0006285236079546102,0.0004958595506651453
ai_node_64,0.0005600424865319503,0.0005355098340418182,0.0005860089759937599,0.00046476034320576723,0.0007558380373922704,0.0005620333251800514
ai_node_65,0.00049977990631591,0.00048622264887756097,0.0005141447480348639,0.00044723287494409075,0.0005862790303883093,0.0005007181542310297
ai_node_66,0.0004481726053394316,0.0004448458150583961,0.00045133844499318685,0.00042993647777130484,0.0004654047515877771,0.0004480909423950335
ai_node_67,0.0004779456869386772,0.0004664292192942006,0.0004893749073709916,0.000434303528946161,0.0005654956472956825,0.0004787837619739592
ai_node_68,0.0005745072916316281,0.000533185507357624,0.000614258603530603,0.00045015935300384956,0.0007809604507119357,0.0005755141795308931
ai_node_69,0.0005796581169214989,0.0005472081919618561,0.0006149189432713785,0.00046340129939260023,0.0007821449386374386,0.0005824259156483047
ai_node_70,0.00047598569173473216,0.00046522890709874045,0.0004862098913945033,0.0004394859485082548,0.0005405338958196977,0.00047653318127023034
ai_node_71,0.0005089564294351127,0.0004931129592590398,0.0005257791772725472,0.00044878619912562935,0.0006144637661052916,0.0005099692341711437
ai_node_72,0.0004808423194649828,0.0004680380676142917,0.0004930712228640774,0.00043428050179974954,0.0005625148205126791,0.00048157424510439925
ai_node_73,0.0007609547706892897,0.0007052975823258887,0.0008202424291176202,0.0005330264002250244,0.0011277673951079386,0.0007649416330333668
ai_node_74,0.0006393732567859366,0.0005981248642056608,0.0006800081208936317,0.0004804084770144558,0.000916420343560374,0.0006407433457671292
ai_node_75,0.0004856297915599937,0.0004715064852559484,0.0005002633871708402,0.0004352216745576339,0.0005827523471689145,0.00048683687407075933
ai_node_76,0.0009058874319946113,0.000841753438574299,0.0009714856419635323,0.000619761325777538,0.0012908826470696307,0.0009080966324240604
ai_node_77,0.000488425842256271,0.00047326009486479677,0.0005025373323223713,0.00043861860930586856,0.0005845389846428606,0.0004889794324545104
ai_node_78,0.0005430102883369101,0.0005187039706487586,0.0005676838472854933,0.00045445949636697654,0.0007112916651719275,0.0005441968324626547
ai_node_79,0.0005424529532369553,0.0005174650926774479,0.0005687013725348413,0.00045567121723048663,0.0007019975807432471,0.0005442825983189916
ai_node_80,0.0005255696614933616,0.0005059472781521347,0.0005461491059427404,0.0004523416411997966,0.0006405255169916819,0.0005268795900961143
ai_node_81,0.0005363331338055027,0.0005035276510110111,0.0005676511560628714,0.0004411565122146285,0.0007566630170994938,0.0005385490312641149
ai_node_82,0.0005739475710539227,0.0005459240578906137,0.000601726673336413,0.0004662992915126493,0.0008055339275225087,0.000575420848623137
ai_node_83,0.0005439955443049967,0.0005084196986650925,0.0005776312115479087,0.00044897350944926345,0.0007782475975183455,0.0005456212313836441
ai_node_84,0.0004896295175358578,0.0004745293993477385,0.000504658961063063,0.0004412208111932187,0.0005770302209245035,0.0004906718783432558
ai_node_85,0.0005744795798352223,0.0005436279869556328,0.0006069543049420619,0.00046081152129052,0.0007989388902653822,0.000576498623207792
ai_node_86,0.0006729674380251573,0.0006266594025016169,0.0007201939584341833,0.0004885192704475214,0.0009321340863294432,0.0006760285034960162
ai_node_87,0.000581981966747145,0.0005526486004264921,0.0006119773987530692,0.0004653537403028944,0.0007787525850260298,0.000584102789172315
ai_node_88,0.0005144813036558481,0.0004977228050190817,0.0005330101842564009,0.0004486792717036978,0.0006170270247051956,0.0005159244722568752
ai_node_89,0.0005794143623812711,0.0005465670517248219,0.0006154034485273932,0.0004571337058574184,0.0007763558149054535,0.0005825444420349074
ai_node_90,0.0006340182047202762,0.0005951946532513733,0.0006741836293669444,0.0004812211012932918,0.0009413749046633446,0.0006371538656936586
ai_node_91,0.0006725996395374504,0.0006335654509954159,0.0007150619910368095,0.0004883950683600537,0.0009005050876719855,0.0006753300269231773
ai_node_92,0.0005933393266374376,0.0005630595544433752,0.0006269403979496412,0.0004691235693795478,0.0008033251374263442,0.0005961947583683882
ai_node_93,0.0006557640892049658,0.0006150527188570862,0.000698878181403744,0.0004838587881178367,0.0009315810573298941,0.0006583708199875432
ai_node_94,0.00048449585056796766,0.00047041365121998314,0.0004971776518694944,0.00044241894079535447,0.0005803266331805039,0.00048486060317195297
ai_node_95,0.0006208255845529186,0.0005783581877372768,0.0006645661989939989,0.00046309743107282787,0.0009101693144898475,0.0006233517950670701
ai_node_96,0.0005195552242191606,0.0005003233189791625,0.0005401711110947049,0.00044994004496073004,0.0006399023377654659,0.0005212942648714737
ai_node_97,0.0005249367976372479,0.0005056676490638279,0.0005445631381580957,0.0004459786984206585,0.0006389912480473103,0.0005262283389706643
ai_node_98,0.0005390526846315064,0.0005165533053428624,0.00056293813331742,0.00045295745145766664,0.0006899679030258378,0.0005410184309750565
ai_node_99,0.0005051486980825644,0.00048310001171449334,0.0005251580243796138,0.00044104323585555716,0.0006377039383212687,0.0005060232731528574
ai_node_100,0.0005743249462012856,0.0005341758684157188,0.0006131838661154261,0.00045202704651483937,0.0007787209567411495,0.0005753649362908915
ai_node_101,0.000716756664069199,0.0006603147009387007,0.0007715569959662187,0.00048519071783641404,0.00110723004851285,0.0007183348593722459
ai_node_102,0.0006247075557488801,0.0005779093383530763,0.0006702781614220715,0.00046517977049300926,0.0009365197688491068,0.0006266373089790461
ai_node_103,0.00047821582582684244,0.0004665727740443779,0.0004889725883188366,0.0004368378887675262,0.0005523577960782468,0.00047875507582911114
ai_node_104,0.0006425979362228533,0.0006039843163740957,0.0006840139197487881,0.00048037783440643445,0.0008972954723079566,0.0006450502561636064
